gene_id,gene_name,gene_type,unstranded,stranded_first,stranded_second,tpm_unstranded,fpkm_unstranded,fpkm_uq_unstranded
ENSG00000095981.11,KCNK16,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000096006.12,CRISP3,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000096060.15,FKBP5,protein_coding,1324,691,633,8.217,2.4904,2.5216
ENSG00000096063.16,SRPK1,protein_coding,2347,2482,2539,23.1331,7.0113,7.099
ENSG00000096070.19,BRPF3,protein_coding,1604,806,798,15.9986,4.8489,4.9096
ENSG00000096080.12,MRPS18A,protein_coding,658,1195,1187,31.3366,9.4976,9.6164
ENSG00000096088.16,PGC,protein_coding,81,40,41,2.6384,0.7996,0.8097
ENSG00000096093.16,EFHC1,protein_coding,359,191,194,1.0411,0.3155,0.3195
ENSG00000096264.14,NCR2,protein_coding,1,1,0,0.052,0.0158,0.016
ENSG00000096384.20,HSP90AB1,protein_coding,115914,58112,57805,2565.638,777.6037,787.3306
ENSG00000096401.8,CDC5L,protein_coding,1807,903,904,19.0976,5.7882,5.8606
ENSG00000096433.11,ITPR3,protein_coding,5156,3701,3701,34.4565,10.4432,10.5739
ENSG00000096654.15,ZNF184,protein_coding,235,159,117,4.9649,1.5048,1.5236
ENSG00000096696.14,DSP,protein_coding,9784,4868,4916,64.2263,19.4659,19.7094
ENSG00000096717.12,SIRT1,protein_coding,1187,610,577,17.1546,5.1993,5.2643
ENSG00000096746.17,HNRNPH3,protein_coding,6694,4051,3984,82.1759,24.9062,25.2178
ENSG00000096872.17,IFT74,protein_coding,2873,1483,1471,26.0411,7.8926,7.9914
ENSG00000096968.14,JAK2,protein_coding,1135,584,551,9.4668,2.8692,2.9051
ENSG00000096996.16,IL12RB1,protein_coding,450,239,212,6.9172,2.0965,2.1227
ENSG00000097007.19,ABL1,protein_coding,10018,5081,4937,94.155,28.5369,28.8938
ENSG00000097021.20,ACOT7,protein_coding,3391,1747,1644,63.9051,19.3686,19.6109
ENSG00000097033.14,SH3GLB1,protein_coding,3294,1600,1694,31.5753,9.57,9.6897
ENSG00000097046.13,CDC7,protein_coding,373,183,190,6.836,2.0719,2.0978
ENSG00000097096.9,SYDE2,protein_coding,178,82,96,1.8331,0.5556,0.5625
ENSG00000099139.14,PCSK5,protein_coding,122,54,68,0.6032,0.1828,0.1851
ENSG00000099194.6,SCD,protein_coding,24466,12313,12153,307.6757,93.2516,94.418
ENSG00000099203.7,TMED1,protein_coding,838,1905,1957,29.3386,8.892,9.0033
ENSG00000099204.20,ABLIM1,protein_coding,6497,3256,3241,41.8862,12.695,12.8538
ENSG00000099219.14,ERMP1,protein_coding,3666,1896,1869,37.0415,11.2267,11.3671
ENSG00000099246.17,RAB18,protein_coding,2326,1120,1206,24.646,7.4698,7.5632
ENSG00000099250.18,NRP1,protein_coding,1158,639,666,6.6291,2.0092,2.0343
ENSG00000099256.19,PRTFDC1,protein_coding,214,114,101,6.0737,1.8408,1.8639
ENSG00000099282.10,TSPAN15,protein_coding,6338,3156,3182,157.6951,47.7949,48.3927
ENSG00000099284.15,MACROH2A2,protein_coding,194,101,114,0.8538,0.2588,0.262
ENSG00000099290.17,WASHC2A,protein_coding,2544,1264,1284,32.5068,9.8523,9.9755
ENSG00000099308.10,MAST3,protein_coding,2188,1415,1462,21.3111,6.4591,6.5399
ENSG00000099326.9,MZF1,protein_coding,408,312,288,4.0444,1.2258,1.2411
ENSG00000099330.9,OCEL1,protein_coding,1276,608,668,45.2982,13.7292,13.9009
ENSG00000099331.13,MYO9B,protein_coding,5104,2770,2877,33.8416,10.2568,10.3851
ENSG00000099337.5,KCNK6,protein_coding,1595,786,809,17.0566,5.1696,5.2342
ENSG00000099341.11,PSMD8,protein_coding,3794,1827,1967,80.5956,24.4272,24.7328
ENSG00000099364.18,FBXL19,protein_coding,1747,926,826,23.6857,7.1787,7.2685
ENSG00000099365.11,STX1B,protein_coding,97,51,46,1.229,0.3725,0.3771
ENSG00000099377.14,HSD3B7,protein_coding,1130,1471,1467,29.9333,9.0723,9.1858
ENSG00000099381.18,SETD1A,protein_coding,2565,1312,1264,26.5514,8.0473,8.148
ENSG00000099385.12,BCL7C,protein_coding,1323,1440,1495,23.3326,7.0718,7.1602
ENSG00000099399.6,MAGEB2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000099617.4,EFNA2,protein_coding,2010,941,1070,54.6939,16.5769,16.7842
ENSG00000099622.14,CIRBP,protein_coding,12964,6596,6378,134.2801,40.6982,41.2072
ENSG00000099624.8,ATP5F1D,protein_coding,11479,5294,6187,336.6591,102.036,103.3123
ENSG00000099715.14,PCDH11Y,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000099721.14,AMELY,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000099769.6,IGFALS,protein_coding,2,2,1,0.0566,0.0171,0.0174
ENSG00000099783.12,HNRNPM,protein_coding,18067,9634,9520,212.2704,64.3357,65.1405
ENSG00000099785.10,MARCHF2,protein_coding,1081,566,515,32.176,9.752,9.874
ENSG00000099795.7,NDUFB7,protein_coding,7767,3011,4756,957.5805,290.2273,293.8577
ENSG00000099797.15,TECR,protein_coding,14209,8035,7987,158.8769,48.1531,48.7554
ENSG00000099800.8,TIMM13,protein_coding,8063,4257,4007,319.6091,96.8684,98.0801
ENSG00000099804.9,CDC34,protein_coding,5869,2965,2905,204.3901,61.9474,62.7223
ENSG00000099810.21,MTAP,protein_coding,2564,1571,1479,11.6417,3.5284,3.5726
ENSG00000099814.16,CEP170B,protein_coding,6863,3413,3451,62.7761,19.0264,19.2644
ENSG00000099817.12,POLR2E,protein_coding,11815,6058,6213,160.0223,48.5002,49.1069
ENSG00000099821.14,POLRMT,protein_coding,4495,2193,2303,58.5942,17.759,17.9811
ENSG00000099822.3,HCN2,protein_coding,13,4,10,0.2507,0.076,0.0769
ENSG00000099834.19,CDHR5,protein_coding,5422,2626,2796,92.6265,28.0736,28.4248
ENSG00000099860.9,GADD45B,protein_coding,1122,564,558,34.6147,10.4912,10.6224
ENSG00000099864.18,PALM,protein_coding,261,137,124,3.5048,1.0622,1.0755
ENSG00000099866.15,MADCAM1,protein_coding,42,22,30,1.0454,0.3168,0.3208
ENSG00000099875.15,MKNK2,protein_coding,17153,8489,8667,216.7016,65.6788,66.5003
ENSG00000099889.14,ARVCF,protein_coding,1184,591,619,13.8566,4.1997,4.2522
ENSG00000099899.15,TRMT2A,protein_coding,2091,1281,1342,34.8813,10.572,10.7042
ENSG00000099901.17,RANBP1,protein_coding,6347,3375,3504,90.6155,27.4641,27.8076
ENSG00000099904.16,ZDHHC8,protein_coding,2569,1282,1287,30.5589,9.2619,9.3778
ENSG00000099910.17,KLHL22,protein_coding,602,310,292,8.6189,2.6123,2.6449
ENSG00000099917.17,MED15,protein_coding,5228,2802,2832,33.2403,10.0746,10.2006
ENSG00000099937.11,SERPIND1,protein_coding,40,18,22,1.1377,0.3448,0.3491
ENSG00000099940.12,SNAP29,protein_coding,1820,1161,1157,24.3748,7.3876,7.48
ENSG00000099942.13,CRKL,protein_coding,7102,3635,3467,87.6905,26.5776,26.91
ENSG00000099949.21,LZTR1,protein_coding,817,430,388,6.2134,1.8832,1.9067
ENSG00000099953.10,MMP11,protein_coding,4157,2078,2079,53.2516,16.1397,16.3416
ENSG00000099954.18,CECR2,protein_coding,523,260,275,3.2063,0.9718,0.9839
ENSG00000099956.20,SMARCB1,protein_coding,5138,2933,2900,20.507,6.2153,6.2931
ENSG00000099957.16,P2RX6,protein_coding,15,23,27,0.2092,0.0634,0.0642
ENSG00000099960.13,SLC7A4,protein_coding,363,220,233,9.7727,2.962,2.999
ENSG00000099968.18,BCL2L13,protein_coding,3711,1836,1875,31.9466,9.6825,9.8036
ENSG00000099974.8,DDTL,protein_coding,154,2472,2446,6.4208,1.946,1.9704
ENSG00000099977.14,DDT,protein_coding,0,2,0,0.0,0.0,0.0
ENSG00000099991.18,CABIN1,protein_coding,4399,2137,2262,30.907,9.3674,9.4846
ENSG00000099992.16,TBC1D10A,protein_coding,511,246,265,4.8511,1.4703,1.4887
ENSG00000099994.11,SUSD2,protein_coding,104,57,47,1.3592,0.4119,0.4171
ENSG00000099995.19,SF3A1,protein_coding,8388,4281,4213,87.8061,26.6126,26.9455
ENSG00000099998.18,GGT5,protein_coding,544,274,270,5.927,1.7964,1.8188
ENSG00000099999.15,RNF215,protein_coding,386,215,230,2.3922,0.725,0.7341
ENSG00000100012.12,SEC14L3,protein_coding,2,1,1,0.0363,0.011,0.0111
ENSG00000100014.20,SPECC1L,protein_coding,1632,811,821,14.4278,4.3728,4.4275
ENSG00000100023.19,PPIL2,protein_coding,2136,1559,1620,18.3712,5.568,5.6377
ENSG00000100024.15,UPB1,protein_coding,32,20,14,0.3107,0.0942,0.0954
ENSG00000100027.17,YPEL1,protein_coding,239,631,651,3.3677,1.0207,1.0335
ENSG00000100028.12,SNRPD3,protein_coding,4530,2293,2240,76.3402,23.1375,23.4269
ENSG00000100029.18,PES1,protein_coding,8119,4136,3987,118.2954,35.8534,36.3019
ENSG00000100030.15,MAPK1,protein_coding,5565,2797,2768,59.405,18.0047,18.2299
ENSG00000100031.19,GGT1,protein_coding,40,19,21,0.6031,0.1828,0.1851
ENSG00000100033.16,PRODH,protein_coding,56,37,34,0.4209,0.1276,0.1292
ENSG00000100034.14,PPM1F,protein_coding,1819,998,1015,11.8921,3.6043,3.6494
ENSG00000100036.13,SLC35E4,protein_coding,1215,851,816,14.8353,4.4964,4.5526
ENSG00000100038.20,TOP3B,protein_coding,4,435,464,0.0397,0.012,0.0122
ENSG00000100053.10,CRYBB3,protein_coding,17,5,12,1.3115,0.3975,0.4025
ENSG00000100055.21,CYTH4,protein_coding,371,187,184,4.0123,1.2161,1.2313
ENSG00000100056.12,ESS2,protein_coding,1335,694,702,14.6686,4.4458,4.5014
ENSG00000100060.18,MFNG,protein_coding,270,131,139,5.8698,1.779,1.8013
ENSG00000100065.15,CARD10,protein_coding,4047,1996,2052,46.3916,14.0605,14.2364
ENSG00000100075.10,SLC25A1,protein_coding,7689,3910,3779,253.7072,76.8946,77.8564
ENSG00000100077.15,GRK3,protein_coding,2352,1166,1186,16.3698,4.9614,5.0235
ENSG00000100078.4,PLA2G3,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000100079.7,LGALS2,protein_coding,143,78,65,11.3231,3.4319,3.4748
ENSG00000100083.19,GGA1,protein_coding,3829,1918,1911,27.6958,8.3942,8.4992
ENSG00000100084.14,HIRA,protein_coding,1292,644,654,19.8231,6.0081,6.0832
ENSG00000100092.24,SH3BP1,protein_coding,693,357,337,9.3476,2.8331,2.8685
ENSG00000100095.19,SEZ6L,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000100097.12,LGALS1,protein_coding,3114,1515,1599,192.4997,58.3436,59.0734
ENSG00000100099.21,HPS4,protein_coding,3786,2106,2141,21.9439,6.6508,6.734
ENSG00000100100.13,PIK3IP1,protein_coding,3786,1936,1858,65.6471,19.8966,20.1455
ENSG00000100101.15,Z83844.1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000100104.13,SRRD,protein_coding,727,1209,1282,11.1027,3.365,3.4071
ENSG00000100105.18,PATZ1,protein_coding,4558,2296,2269,51.7724,15.6914,15.8877
ENSG00000100106.22,TRIOBP,protein_coding,5850,2884,2966,31.6565,9.5946,9.7146
ENSG00000100109.17,TFIP11,protein_coding,1992,1885,1872,24.1705,7.3257,7.4173
ENSG00000100116.17,GCAT,protein_coding,2191,1110,1081,68.752,20.8376,21.0983
ENSG00000100121.13,GGTLC2,protein_coding,2,1,1,0.0945,0.0286,0.029
ENSG00000100122.7,CRYBB1,protein_coding,11,10,13,0.6298,0.1909,0.1933
ENSG00000100124.15,ANKRD54,protein_coding,1598,793,854,24.0098,7.277,7.368
ENSG00000100129.18,EIF3L,protein_coding,10459,5268,5236,160.5838,48.6704,49.2792
ENSG00000100138.15,SNU13,protein_coding,9821,4995,4861,221.3139,67.0767,67.9158
ENSG00000100139.13,MICALL1,protein_coding,1742,833,909,19.2529,5.8352,5.9082
ENSG00000100142.16,POLR2F,protein_coding,3091,1539,1554,29.0925,8.8175,8.9278
ENSG00000100146.18,SOX10,protein_coding,1,1,0,0.0161,0.0049,0.005
ENSG00000100147.14,CCDC134,protein_coding,883,567,593,8.1629,2.474,2.505
ENSG00000100150.20,DEPDC5,protein_coding,973,500,473,3.58,1.085,1.0986
ENSG00000100151.16,PICK1,protein_coding,1610,823,894,24.2952,7.3635,7.4556
ENSG00000100154.14,TTC28,protein_coding,185,116,130,0.965,0.2925,0.2961
ENSG00000100156.10,SLC16A8,protein_coding,1,1,0,0.0299,0.0091,0.0092
ENSG00000100167.20,SEPTIN3,protein_coding,1503,756,814,13.8595,4.2006,4.2531
ENSG00000100170.10,SLC5A1,protein_coding,10965,5491,5474,142.3427,43.1418,43.6814
ENSG00000100191.6,SLC5A4,protein_coding,5,1,4,0.161,0.0488,0.0494
ENSG00000100196.11,KDELR3,protein_coding,2064,1068,1108,71.1657,21.5692,21.839
ENSG00000100197.22,CYP2D6,protein_coding,29,11,20,0.7911,0.2398,0.2428
ENSG00000100201.23,DDX17,protein_coding,21594,11030,10677,142.4752,43.1819,43.7221
ENSG00000100207.20,TCF20,protein_coding,6010,3080,2932,48.2962,14.6378,14.8209
ENSG00000100209.11,HSCB,protein_coding,379,243,302,17.193,5.2109,5.2761
ENSG00000100216.6,TOMM22,protein_coding,7586,3909,3680,229.3157,69.5019,70.3713
ENSG00000100218.12,RSPH14,protein_coding,72,68,72,2.0356,0.617,0.6247
ENSG00000100221.10,JOSD1,protein_coding,4318,2132,2188,65.8373,19.9542,20.2038
ENSG00000100225.18,FBXO7,protein_coding,5688,2827,2861,44.0296,13.3447,13.5116
ENSG00000100226.16,GTPBP1,protein_coding,4761,3242,3397,39.1512,11.8661,12.0145
ENSG00000100227.18,POLDIP3,protein_coding,6874,3458,3417,124.2203,37.6492,38.1201
ENSG00000100228.12,RAB36,protein_coding,1006,514,494,16.1566,4.8968,4.958
ENSG00000100234.12,TIMP3,protein_coding,5454,2760,2694,78.2558,23.7181,24.0148
ENSG00000100239.16,PPP6R2,protein_coding,4841,2532,2472,59.695,18.0926,18.3189
ENSG00000100241.21,SBF1,protein_coding,6344,3365,3143,44.2706,13.4177,13.5855
ENSG00000100242.15,SUN2,protein_coding,5698,5427,5383,57.9189,17.5543,17.7739
ENSG00000100243.21,CYB5R3,protein_coding,9218,4590,4628,104.884,31.7887,32.1863
ENSG00000100246.13,DNAL4,protein_coding,1388,659,729,37.6755,11.4188,11.5617
ENSG00000100253.13,MIOX,protein_coding,3,1,2,0.1102,0.0334,0.0338
ENSG00000100258.18,LMF2,protein_coding,4356,2128,2228,93.7418,28.4116,28.767
ENSG00000100266.19,PACSIN2,protein_coding,6422,3217,3205,92.9334,28.1666,28.5189
ENSG00000100276.10,RASL10A,protein_coding,18,2,16,0.5444,0.165,0.1671
ENSG00000100280.16,AP1B1,protein_coding,5781,2907,2874,56.7342,17.1952,17.4103
ENSG00000100281.14,HMGXB4,protein_coding,1698,844,854,18.6478,5.6519,5.7226
ENSG00000100284.21,TOM1,protein_coding,4608,2290,2319,51.7874,15.6959,15.8923
ENSG00000100285.10,NEFH,protein_coding,23,13,11,0.3998,0.1212,0.1227
ENSG00000100288.20,CHKB,protein_coding,16,10,6,0.3682,0.1116,0.113
ENSG00000100290.3,BIK,protein_coding,868,424,444,60.2026,18.2464,18.4747
ENSG00000100292.18,HMOX1,protein_coding,1197,600,597,34.2382,10.377,10.5068
ENSG00000100294.13,MCAT,protein_coding,1440,724,716,39.7578,12.0499,12.2007
ENSG00000100297.16,MCM5,protein_coding,3507,1787,1720,31.8271,9.6463,9.7669
ENSG00000100298.16,APOBEC3H,protein_coding,14,4,10,0.7382,0.2237,0.2265
ENSG00000100299.18,ARSA,protein_coding,1862,946,916,27.2864,8.2701,8.3735
ENSG00000100300.18,TSPO,protein_coding,11786,5898,5889,546.6918,165.6935,167.7662
ENSG00000100302.7,RASD2,protein_coding,1341,672,669,25.6604,7.7773,7.8745
ENSG00000100304.13,TTLL12,protein_coding,7224,3593,3631,103.0694,31.2387,31.6294
ENSG00000100307.13,CBX7,protein_coding,2018,1393,1348,17.8259,5.4027,5.4703
ENSG00000100311.17,PDGFB,protein_coding,502,259,243,8.2945,2.5139,2.5454
ENSG00000100312.11,ACR,protein_coding,8,4,4,0.2557,0.0775,0.0785
ENSG00000100314.4,CABP7,protein_coding,3,229,209,0.0594,0.018,0.0182
ENSG00000100319.13,ZMAT5,protein_coding,450,442,443,9.2755,2.8113,2.8464
ENSG00000100320.23,RBFOX2,protein_coding,3133,1633,1500,19.8454,6.0148,6.0901
ENSG00000100321.15,SYNGR1,protein_coding,1256,641,615,11.9373,3.618,3.6633
ENSG00000100324.14,TAB1,protein_coding,2725,1367,1358,40.6741,12.3277,12.4819
ENSG00000100325.15,ASCC2,protein_coding,3225,1603,1623,39.2832,11.9061,12.055
ENSG00000100330.16,MTMR3,protein_coding,521,1371,1384,3.4743,1.053,1.0662
ENSG00000100335.15,MIEF1,protein_coding,4246,2167,2080,37.0699,11.2353,11.3758
ENSG00000100336.17,APOL4,protein_coding,114,52,62,1.7179,0.5207,0.5272
ENSG00000100341.12,PNPLA5,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000100342.21,APOL1,protein_coding,5022,2543,2500,95.7916,29.0329,29.3961
ENSG00000100345.22,MYH9,protein_coding,78060,38962,39099,577.9301,175.1614,177.3524
ENSG00000100346.18,CACNA1I,protein_coding,8,5,4,0.0489,0.0148,0.015
ENSG00000100347.15,SAMM50,protein_coding,2709,1364,1345,27.8758,8.4487,8.5544
ENSG00000100348.10,TXN2,protein_coding,5712,2773,2939,228.339,69.2059,70.0716
ENSG00000100350.15,FOXRED2,protein_coding,2024,998,1027,24.1894,7.3314,7.4231
ENSG00000100351.17,GRAP2,protein_coding,145,78,68,1.5456,0.4684,0.4743
ENSG00000100353.18,EIF3D,protein_coding,27618,13671,13947,477.7505,144.7985,146.6098
ENSG00000100354.21,TNRC6B,protein_coding,1814,871,943,5.9831,1.8134,1.8361
ENSG00000100359.21,SGSM3,protein_coding,22,13,13,0.3042,0.0922,0.0934
ENSG00000100360.15,IFT27,protein_coding,991,856,784,8.1615,2.4736,2.5046
ENSG00000100362.13,PVALB,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000100365.16,NCF4,protein_coding,428,231,242,12.6086,3.8215,3.8693
ENSG00000100368.14,CSF2RB,protein_coding,244,126,118,3.2253,0.9775,0.9898
ENSG00000100372.15,SLC25A17,protein_coding,1289,636,654,21.314,6.4599,6.5407
ENSG00000100373.10,UPK3A,protein_coding,82,37,45,4.9895,1.5122,1.5312
ENSG00000100379.17,KCTD17,protein_coding,3930,1955,1976,93.0437,28.2001,28.5528
ENSG00000100380.14,ST13,protein_coding,16383,8285,8099,287.091,87.0127,88.1011
ENSG00000100385.14,IL2RB,protein_coding,772,385,388,11.0194,3.3398,3.3816
ENSG00000100387.9,RBX1,protein_coding,2420,1262,1158,51.624,15.6464,15.8421
ENSG00000100393.14,EP300,protein_coding,4853,2430,2518,27.3777,8.2977,8.4015
ENSG00000100395.15,L3MBTL2,protein_coding,1978,1315,1361,20.4687,6.2037,6.2813
ENSG00000100399.16,CHADL,protein_coding,42,174,168,1.0671,0.3234,0.3275
ENSG00000100401.20,RANGAP1,protein_coding,8903,4604,4301,96.0162,29.101,29.465
ENSG00000100403.12,ZC3H7B,protein_coding,8304,4187,4117,52.0553,15.7771,15.9745
ENSG00000100410.8,PHF5A,protein_coding,1759,905,854,96.5244,29.255,29.6209
ENSG00000100412.17,ACO2,protein_coding,8169,8207,8035,45.6164,13.8256,13.9985
ENSG00000100413.17,POLR3H,protein_coding,1204,4616,4660,12.0344,3.6474,3.6931
ENSG00000100416.15,TRMU,protein_coding,1808,888,920,12.9357,3.9206,3.9696
ENSG00000100417.12,PMM1,protein_coding,1951,1691,1689,25.4472,7.7126,7.8091
ENSG00000100418.8,DESI1,protein_coding,4484,2230,2256,60.1263,18.2233,18.4513
ENSG00000100422.14,CERK,protein_coding,4979,2520,2465,66.6148,20.1899,20.4424
ENSG00000100425.18,BRD1,protein_coding,2978,1470,1508,33.5772,10.1767,10.304
ENSG00000100426.7,ZBED4,protein_coding,2208,1082,1126,21.1284,6.4037,6.4838
ENSG00000100427.16,MLC1,protein_coding,40,22,18,0.6905,0.2093,0.2119
ENSG00000100429.18,HDAC10,protein_coding,57,34,23,0.7594,0.2302,0.233
ENSG00000100433.16,KCNK10,protein_coding,2,0,2,0.0159,0.0048,0.0049
ENSG00000100439.10,ABHD4,protein_coding,1403,717,717,22.7373,6.8913,6.9775
ENSG00000100441.10,KHNYN,protein_coding,5125,5137,5133,42.1288,12.7686,12.9283
ENSG00000100442.11,FKBP3,protein_coding,1128,1240,1238,32.8776,9.9647,10.0893
ENSG00000100448.4,CTSG,protein_coding,18,9,9,0.8679,0.263,0.2663
ENSG00000100450.13,GZMH,protein_coding,172,94,78,11.9295,3.6157,3.6609
ENSG00000100453.13,GZMB,protein_coding,752,385,367,35.1533,10.6544,10.7877
ENSG00000100461.18,RBM23,protein_coding,3783,1974,2018,17.7952,5.3934,5.4609
ENSG00000100462.16,PRMT5,protein_coding,1424,2313,2319,28.6709,8.6897,8.7984
ENSG00000100473.18,COCH,protein_coding,25,95,136,0.4091,0.124,0.1255
ENSG00000100478.15,AP4S1,protein_coding,146,194,180,1.0316,0.3127,0.3166
ENSG00000100479.13,POLE2,protein_coding,273,130,143,6.0937,1.8469,1.87
ENSG00000100485.12,SOS2,protein_coding,2312,1162,1150,21.9484,6.6522,6.7354
ENSG00000100490.9,CDKL1,protein_coding,209,112,132,2.2419,0.6795,0.688
ENSG00000100503.26,NIN,protein_coding,1225,624,618,5.8466,1.772,1.7942
ENSG00000100504.17,PYGL,protein_coding,583,350,373,8.4589,2.5638,2.5958
ENSG00000100505.13,TRIM9,protein_coding,15,9,9,0.1106,0.0335,0.0339
ENSG00000100519.12,PSMC6,protein_coding,3895,1973,1922,34.351,10.4112,10.5415
ENSG00000100522.10,GNPNAT1,protein_coding,1115,1847,1758,18.3403,5.5586,5.6282
ENSG00000100523.16,DDHD1,protein_coding,535,297,278,1.9202,0.582,0.5893
ENSG00000100526.20,CDKN3,protein_coding,859,472,387,30.86,9.3532,9.4702
ENSG00000100528.12,CNIH1,protein_coding,4036,2054,1982,53.0408,16.0758,16.2769
ENSG00000100532.12,CGRRF1,protein_coding,415,201,214,6.02,1.8246,1.8474
ENSG00000100554.12,ATP6V1D,protein_coding,2293,1172,1125,35.6121,10.7935,10.9285
ENSG00000100558.9,PLEK2,protein_coding,2585,1260,1326,108.6709,32.9364,33.3484
ENSG00000100564.9,PIGH,protein_coding,570,465,433,12.9332,3.9198,3.9689
ENSG00000100567.13,PSMA3,protein_coding,5947,2996,2963,126.2503,38.2644,38.7431
ENSG00000100568.11,VTI1B,protein_coding,1201,1466,1491,13.7339,4.1625,4.2146
ENSG00000100575.14,TIMM9,protein_coding,1412,889,897,65.7729,19.9347,20.1841
ENSG00000100577.19,GSTZ1,protein_coding,753,395,358,5.9375,1.7996,1.8221
ENSG00000100578.18,KIAA0586,protein_coding,989,501,489,3.6787,1.1149,1.1289
ENSG00000100580.8,TMED8,protein_coding,1182,595,587,10.0456,3.0447,3.0827
ENSG00000100592.16,DAAM1,protein_coding,1418,696,722,8.7314,2.6463,2.6794
ENSG00000100593.18,ISM2,protein_coding,1333,669,664,21.4605,6.5043,6.5857
ENSG00000100596.7,SPTLC2,protein_coding,7613,3792,3822,55.7508,16.8972,17.1085
ENSG00000100599.16,RIN3,protein_coding,1344,679,665,10.2178,3.0968,3.1356
ENSG00000100600.15,LGMN,protein_coding,13300,6558,6744,226.3308,68.5972,69.4553
ENSG00000100601.10,ALKBH1,protein_coding,714,349,366,16.5419,5.0136,5.0763
ENSG00000100603.14,SNW1,protein_coding,3948,2523,2501,107.0753,32.4528,32.8588
ENSG00000100604.13,CHGA,protein_coding,4,4,0,0.0872,0.0264,0.0268
ENSG00000100605.17,ITPK1,protein_coding,6739,3413,3326,65.4638,19.841,20.0892
ENSG00000100612.14,DHRS7,protein_coding,8739,5846,5198,177.414,53.7713,54.4439
ENSG00000100614.18,PPM1A,protein_coding,2954,1464,1490,16.3638,4.9596,5.0216
ENSG00000100625.9,SIX4,protein_coding,39,20,19,0.3799,0.1151,0.1166
ENSG00000100626.17,GALNT16,protein_coding,26,18,9,0.1496,0.0453,0.0459
ENSG00000100628.12,ASB2,protein_coding,179,96,88,2.3732,0.7193,0.7283
ENSG00000100632.11,ERH,protein_coding,4570,2900,2737,270.83,82.0842,83.111
ENSG00000100644.17,HIF1A,protein_coding,2335,1202,1216,29.9,9.0622,9.1756
ENSG00000100647.8,SUSD6,protein_coding,3862,2011,1853,43.6788,13.2383,13.4039
ENSG00000100650.16,SRSF5,protein_coding,7693,3891,3802,94.7218,28.7087,29.0678
ENSG00000100652.5,SLC10A1,protein_coding,9,6,3,0.2965,0.0899,0.091
ENSG00000100664.11,EIF5,protein_coding,10304,5338,4968,81.7076,24.7643,25.074
ENSG00000100665.12,SERPINA4,protein_coding,4,1,3,0.1328,0.0402,0.0407
ENSG00000100678.19,SLC8A3,protein_coding,2,0,2,0.0156,0.0047,0.0048
ENSG00000100697.15,DICER1,protein_coding,2102,1081,1051,10.9343,3.314,3.3555
ENSG00000100711.14,ZFYVE21,protein_coding,1292,1039,939,10.1573,3.0785,3.117
ENSG00000100714.17,MTHFD1,protein_coding,4346,3284,3399,23.4812,7.1168,7.2058
ENSG00000100721.11,TCL1A,protein_coding,11,8,7,0.3216,0.0975,0.0987
ENSG00000100722.20,ZC3H14,protein_coding,2272,1595,1661,7.1368,2.1631,2.1901
ENSG00000100726.15,TELO2,protein_coding,2169,1142,1037,33.7499,10.229,10.357
ENSG00000100731.16,PCNX1,protein_coding,2325,1118,1236,9.1747,2.7807,2.8155
ENSG00000100739.11,BDKRB1,protein_coding,20,9,11,0.5561,0.1686,0.1707
ENSG00000100749.8,VRK1,protein_coding,1288,645,643,31.9142,9.6727,9.7937
ENSG00000100764.14,PSMC1,protein_coding,924,1259,1272,9.9439,3.0138,3.0515
ENSG00000100767.17,PAPLN,protein_coding,149,102,123,1.2765,0.3869,0.3917
ENSG00000100796.17,PPP4R3A,protein_coding,4261,2193,2068,47.5393,14.4084,14.5886
ENSG00000100804.19,PSMB5,protein_coding,6849,3501,3348,291.643,88.3923,89.498
ENSG00000100811.14,YY1,protein_coding,5272,2710,2699,40.6377,12.3166,12.4707
ENSG00000100813.14,ACIN1,protein_coding,8310,4274,4351,60.167,18.2357,18.4638
ENSG00000100815.12,TRIP11,protein_coding,2449,1237,1212,15.5741,4.7202,4.7793
ENSG00000100823.12,APEX1,protein_coding,8883,4561,4716,310.666,94.1579,95.3357
ENSG00000100836.10,PABPN1,protein_coding,377,189,189,6.4155,1.9444,1.9688
ENSG00000100842.13,EFS,protein_coding,54,41,40,1.1007,0.3336,0.3378
ENSG00000100852.13,ARHGAP5,protein_coding,1543,2402,2443,9.3475,2.8331,2.8685
ENSG00000100865.15,CINP,protein_coding,1445,1019,1109,17.8352,5.4056,5.4732
ENSG00000100867.15,DHRS2,protein_coding,655,330,325,5.7398,1.7396,1.7614
ENSG00000100883.13,SRP54,protein_coding,2744,1358,1386,21.351,6.4711,6.5521
ENSG00000100884.9,CPNE6,protein_coding,6,1,5,0.066,0.02,0.0203
ENSG00000100888.15,CHD8,protein_coding,4516,2266,2250,14.2162,4.3087,4.3626
ENSG00000100889.12,PCK2,protein_coding,9457,4759,4704,149.3361,45.2614,45.8275
